district_name,school_name,zipcode,longitude,latitude,pct_chronically_absent_2020,percent_ca2019,percent_ca_2018,admin,teacher,percent_retained,pool,score_achievement,score_growth,score_absenteeism,students_total_2020,enrollment_2019,enrollment_2018
Knox County Schools,Bearden Middle School,37909,-84.01554,35.947846,18.6,20.3,18.8,4,81,92.2,K8,2.7,4,1.6,1493,1309,1300
Robertson County Schools,East Robertson High School,37049,-86.67907,36.548569,12.8,11.7,13,3,47,92.2,HS,2.6,2.6,3.4,710,695,677
Bledsoe County Schools,Bledsoe County High School,37367,-85.17161,35.635097,24.1,19.3,21.2,3,33,92.3,HS,1.8,2.7,3.2,547,515,545
Carter County Schools,Valley Forge Elementary,37643,-82.18843,36.355251,10.4,21,20.6,1,22,92.3,K8,3,4,2.8,206,213,221
Metro Nashville Public Schools,Smithson Craighead Academy,37115,-86.70566,36.264069,21.2,14.9,13.5,2,13,92.3,K8,2,3.4,2.4,245,183,185
Grundy County Schools,Palmer Elementary,37365,-85.55501,35.375156,5.7,1.7,3.3,1,13,92.3,K8,1.4,1.8,4,130,121,120
Jefferson County Schools,Jefferson Elementary,37760,-83.48325,36.109404,15.4,10.4,10.3,2,35,92.3,K8,1.8,3.9,2.2,480,419,476
McNairy County Schools,Bethel Springs Elementary,38315,-88.64275,35.260888,6.4,3.7,4.4,2,32,92.3,K8,2.8,3.4,4,514,468,477
Scott County Schools,Huntsville Middle School,37756,-84.42137,36.351978,8.6,6.4,8.1,1,23,92.3,K8,2.6,3.7,3.4,290,299,315
Union County Schools,Maynardville Elementary,37807,-83.82558,36.251265,15.5,10.3,8.7,1,25,92.3,K8,1,0.8,1.8,372,356,341
Cumberland County Schools,Frank P. Brown Elementary,38572,-85.0902,35.861811,9,9.9,10.2,2,35,92.5,K8,2.8,1.2,2.2,579,551,545
Grainger County Schools,Joppa Elementary,37861,-83.51516,36.243526,23.1,15.9,12.6,2,35,92.5,K8,2.6,1.4,1.8,461,450,489
Hawkins County Schools,Cherokee High School,37857,-82.96804,36.413437,24.6,29.6,29.1,4,71,92.5,HS,2.9,3.6,2.1,1206,1067,1077
Jefferson County Schools,Dandridge Elementary,37725,-83.39791,35.996454,15.6,11.4,7.7,2,36,92.5,K8,1.8,2,2,603,497,488
Knox County Schools,L N STEM Academy,37902,-83.91964,35.964032,9.3,6.9,6.4,3,35,92.5,HS,3.6,2,4,598,589,603
McMinn County Schools,Englewood Elementary,37329,-84.47473,35.41142,13.1,10.3,10.8,2,33,92.5,K8,3,3.8,2,563,505,542
Marion County Schools,Whitwell Elementary,37397,-85.49733,35.20297,15.7,13,11.4,2,32,92.5,K8,4,4,2.4,465,444,412
Clarksville-Montgomery County School System,Montgomery Central High,37052,-87.4039,36.371609,15.9,12.9,14.8,4,59,92.5,HS,2.6,1.7,3.7,1059,998,1019
Polk County Schools,Polk County High School,37307,-84.63913,35.172376,15.3,12,17.7,2,35,92.5,HS,1,0.4,4,509,540,567
Putnam County School System,Algood Elementary,38506,-85.46238,36.177831,8,10,9.5,2,38,92.5,K8,3.2,3.6,2,621,566,557
Greene County Schools,Chuckey Elementary,37641,-82.6744,36.21503,9.4,5.9,7,1,22,92.6,K8,2.6,2.6,3.6,350,332,336
Henderson County Schools,Pin Oak Elementary,38351,-88.40535,35.658409,10.4,10.3,8,1,23,92.6,K8,3.2,0.4,2.4,421,392,389
Monroe County Schools,Tellico Plains Elementary,37385,-84.27728,35.345237,15.1,12.9,16.7,1,25,92.6,K8,2.6,2,4,367,340,332
Obion County Schools,Black Oak Elementary,38232,-89.33228,36.339084,16.5,12,14.7,2,22,92.6,K8,2.6,2,3.8,259,269,272
Cheatham County School District,Harpeth Middle School,37082,-87.1106,36.084917,10.3,5.8,8.1,2,35,92.7,K8,2.7,2,4,539,535,554
Grainger County Schools,Bean Station Elementary,37708,-83.32206,36.320262,16.3,15.7,11.5,2,35,92.7,K8,2.2,3.6,1.2,447,432,443
Knox County Schools,East Knox Elementary,37806,-83.7413,36.086398,18.4,15.1,17.8,2,38,92.7,K8,1.8,1.4,4,457,414,432
Scott County Schools,Burchfield Elementary,37841,-84.51808,36.49787,12,11.7,11.9,1,37,92.7,K8,2,2,2.8,531,483,505
Clarksville-Montgomery County School System,Richview Middle,37043,-87.2572,36.506407,7.8,7.1,5.9,3,64,92.8,K8,3.6,0.2,3.1,1314,1127,1088
Benton School System,Holladay Elementary,38341,-88.09896,35.866499,8.2,12.7,10.2,1,12,92.9,K8,1.4,2,1.6,144,120,123
Cleveland City Schools,Mayfield Elementary,37311,-84.88723,35.146362,12.9,7,6.2,2,38,92.9,K8,2.2,2.3,2.9,458,513,523
Carter County Schools,Unaka Elementary,37643,-82.18843,36.355251,12.5,15.2,16.9,1,22,92.9,K8,2,2,3.4,265,230,252
Metro Nashville Public Schools,DuPont Elementary,37138,-86.62308,36.243698,10.4,11.3,17.2,1,24,92.9,K8,2.8,1.2,4,398,340,360
Dyer County Schools,Trimble Elementary,38259,-89.18203,36.198652,14.8,13.5,12.9,1,12,92.9,K8,3,3.4,2.8,163,153,141
Greene County Schools,McDonald Elementary,37810,-83.09599,36.188878,17.7,13.1,11.2,1,25,92.9,K8,1.6,2.2,2,391,324,337
Hamblen County Schools,Morristown West High,37813,-83.27474,36.186008,13.8,10.4,0.5,5,89,92.9,HS,2.5,3.4,3.1,1555,1566,1557
McMinn County Schools,Niota Elementary,37826,-84.58403,35.548316,15.4,13.1,18.7,2,36,92.9,K8,0.9,0.1,4,598,531,524
Shelby County Schools,Circles Of Success Learning Academy,38106,-90.04017,35.103019,17.9,11.3,4,1,14,92.9,K8,2,2,2,246,239,226
Bartlett Municipal School District,Rivercrest Elementary,38135,-89.85214,35.232085,7,7.2,7.3,2,36,92.9,K8,3.6,3.3,3.4,553,531,482
Blount County Schools,Carpenters Middle School,37803,-83.98412,35.693358,9.7,4.6,6.5,2,38,93,K8,2.3,1.7,3.9,710,632,630
Blount County Schools,Union Grove Middle School,37737,-84.11925,35.760657,16.4,12.9,12.8,2,39,93,K8,2.1,0.8,2.3,717,628,637
Cumberland County Schools,South Cumberland Elementary,38572,-85.0902,35.861811,6.9,5.2,6.9,2,37,93,K8,3.4,3.3,3.7,599,585,602
Robertson County Schools,Greenbrier High School,37073,-86.81023,36.427758,16,11.8,13.2,3,54,93,HS,2,1.7,3.4,879,818,805
Shelby County Schools,Sea Isle Elementary,38117,-89.90389,35.112929,9.9,11.1,6.7,2,42,93,K8,2.5,1.8,2,468,441,479
Oak Ridge City Schools,Linden Elementary,37830,-84.27044,35.992691,8.5,8.4,8.7,2,31,93.1,K8,3,2.6,3.1,488,430,426
Maury County Schools,J. R. Baker Elementary,38401,-87.03565,35.619784,11.7,8.6,11,2,25,93.1,K8,3,1.1,3.6,350,295,318
Unicoi County Schools,Love Chapel Elementary,37650,-82.4273,36.128301,5.7,11.4,17.8,1,26,93.1,K8,3.4,1.9,4,375,370,371
Jefferson County Schools,Mount Horeb Elementary School,37760,-83.48325,36.109404,11,7.4,7.6,2,40,93.2,K8,2.6,2.7,3.2,637,543,548
Lincoln County Department of Education,South Lincoln School,37334,-86.57433,35.136177,12.6,8,9.1,3,39,93.2,K8,3.5,3.9,3.7,671,622,659
Huntingdon Special School District,Huntingdon High School,38344,-88.41385,35.995802,6.2,1.7,1.2,2,29,93.3,HS,2,1.4,4,407,366,336
Carter County Schools,Cloudland High School,37687,-82.0975,36.192236,11.2,18.9,35.8,3,28,93.3,HS,3,3.2,4,295,303,301
Hamblen County Schools,Alpha Elementary,37814,-83.30799,36.225565,11.6,7,7.4,2,38,93.3,K8,3.7,2.5,2.9,660,619,633
Hamblen County Schools,Manley Elementary,37814,-83.30799,36.225565,10.2,6.7,0.2,2,41,93.3,K8,2.9,3.8,3.2,558,533,547
Lexington City Schools,Paul G. Caywood Elementary,38351,-88.40535,35.658409,10.1,8.3,9.7,2,39,93.3,K8,2.8,1.7,3.7,604,547,542
Humphreys County School System,Waverly Elementary,37185,-87.81626,36.085376,19,13.1,15.6,2,36,93.3,K8,3.2,3.4,4,492,471,462
Jefferson County Schools,New Market Elementary,37820,-83.56389,36.089568,10.6,9,11.2,1,25,93.3,K8,3,3.4,3.4,309,285,311
Jefferson County Schools,Piedmont Elementary,37725,-83.39791,35.996454,7.9,9.5,10.3,2,26,93.3,K8,3,2,3,426,388,383
Putnam County School System,Jere Whitson Elementary,38501,-85.52054,36.1832,6.6,4.9,7.6,2,25,93.3,K8,2,3.8,4,358,306,290
Roane County Schools,Dyllis Springs Elementary,37840,-84.36685,36.045663,12,11.4,10.9,2,27,93.3,K8,3.6,0.8,2.4,368,369,365
Bradley County Schools,Michigan Avenue Elementary School,37323,-84.82836,35.114482,5.3,6.3,6.3,1,29,93.5,K8,3.6,2.7,2.9,520,465,451
Greeneville City Schools,Tusculum View Elementary,37745,-82.81406,36.229928,7.3,3.6,4.2,1,27,93.5,K8,2.2,2,3.9,397,366,356
Knox County Schools,Fountain City Elementary,37918,-83.92511,36.046598,9.3,7.8,11.8,2,29,93.5,K8,2.8,2.3,4,386,344,361
Wilson County School District,Watertown High School,37184,-86.13715,36.096166,14,14.9,21.8,3,42,93.5,HS,2.3,3.6,3.9,583,571,533
Giles County Schools,Richland School,38472,-87.04478,35.376463,6.4,13.3,12.9,2,44,93.6,HS,3,3.3,3.1,689,643,629
Bedford County Schools,Community Elementary School,37180,-86.57353,35.621614,11.8,12.6,15.4,2,42,93.8,K8,2.2,1.3,3.7,677,646,698
Cannon County School District,Woodbury Grammar,37190,-86.05538,35.813335,14.6,1.6,1.5,2,30,93.8,K8,1.8,1.8,4,404,375,399
Carter County Schools,Keenburg Elementary,37643,-82.18843,36.355251,5.5,18.1,11.9,2,26,93.8,K8,2.6,3,1,289,292,295
Newport City School,Newport Grammar School,37821,-83.20116,35.963276,14,12.2,11.9,2,52,93.8,K8,2.6,1,2.1,667,675,669
Bells City School District,Bells Elementary,38006,-89.08457,35.696656,5.4,5.5,4.9,1,30,93.8,K8,3.8,2.1,3.8,382,369,367
Greeneville City Schools,Highland Elementary,37745,-82.81406,36.229928,7.1,5.1,12.3,1,12,93.8,K8,2,3.7,4,163,157,163
Lawrence County Schools,Leoma Elementary,38468,-87.29218,35.135003,12.5,5.6,6.1,2,29,93.8,K8,2.6,2,3.2,518,475,460
Meigs County School System,Meigs South Elementary,37322,-84.80741,35.503723,8.4,6.6,7,1,29,93.8,K8,2,0.8,3.4,400,378,361
Sevier County School System,Sevier County High School,37862,-83.59197,35.818653,17.5,19.4,19.3,6,84,93.8,HS,2.5,3.4,2.3,1250,1229,1153
Anderson County Schools,Fairview Elementary,37754,-84.03142,36.138832,8.4,4.6,6.8,1,22,93.9,K8,3.8,3.6,3.8,310,291,295
Bedford County Schools,Community High School,37180,-86.57353,35.621614,14.3,16.9,19.9,2,32,93.9,HS,3.2,2,3.9,615,534,516
Benton School System,Briarwood School,38320,-88.10137,36.050286,6.1,4.3,5.3,2,29,93.9,K8,2.5,3.3,3.7,416,415,391
Alcoa City Schools,Alcoa Middle School,37701,-83.97956,35.784708,7.2,3.7,12.4,2,28,93.9,K8,2.2,2.8,4,524,489,471
DeKalb County School District,DeKalb West Elementary,37059,-85.92851,35.993983,14,12.4,7.1,2,29,93.9,K8,2.8,1.4,1.6,413,364,385
Sullivan County Schools,Mary Hughes School,37686,-82.33344,36.430799,11.4,18,18.3,2,27,93.9,K8,1.8,3.5,2.8,480,454,442
Sumner County Schools,Portland High School,37148,-86.51355,36.576137,11.6,15.1,15.7,4,75,93.9,HS,1.4,0.4,2.8,1167,1081,1068
Roane County Schools,Midway Middle School,37880,-84.67782,35.684788,11.3,3.9,6.7,2,14,94.1,K8,3.2,2.2,4,212,184,180
Alcoa City Schools,Alcoa High School,37701,-83.97956,35.784708,10.9,8.8,7.8,3,45,94.2,HS,3.6,2.6,3.6,712,682,681
Franklin County Schools,Huntland School,37345,-86.27141,35.052678,7.5,5,7.7,3,46,94.2,HS,1.6,2.8,4,784,810,786
Grainger County Schools,Rutledge Elementary School,37861,-83.51516,36.243526,23.3,17.9,11.8,2,28,94.3,K8,2.5,1.3,1.4,389,340,370
Lawrence County Schools,Ethridge Elementary,38456,-87.26409,35.336135,11,4.9,6.2,2,34,94.3,K8,3,0,4,467,415,405
McNairy County Schools,Adamsville High School,38310,-88.38425,35.241412,18.2,9.4,11,3,48,94.3,HS,2.4,0.7,4,561,716,738
Putnam County School System,Algood Middle School,38506,-85.46238,36.177831,11.2,13.7,14.9,3,48,94.3,K8,3,3.7,3,833,737,750
Warren County School District,Dibrell Elementary,37110,-85.787,35.687286,7.7,5.3,4.7,1,32,94.3,K8,0.9,0.4,3.9,433,443,444
Hamilton County Schools,Ivy Academy Inc.,37379,-85.16227,35.269694,15.5,15.1,16.8,1,27,94.4,HS,2,2,2.8,384,306,216
Henderson County Schools,Scotts Hill High School,38368,-88.36148,35.502859,14.8,10.1,14.3,2,31,94.4,HS,2.6,3.4,4,522,497,498
Overton County Schools,Wilson Elementary,38554,-85.16204,36.26742,11.4,14,10.9,2,16,94.4,K8,2,2.4,2.4,207,202,196
Oak Ridge City Schools,Oak Ridge High School,37830,-84.27044,35.992691,17,17.5,21.9,6,98,94.6,HS,2.7,3.2,4,1578,1406,1414
Hardin County Schools,Parris South Elementary,38372,-88.18946,35.180947,15.2,17.9,16.3,2,30,94.6,K8,1.1,0.9,1.7,459,456,448
Putnam County School System,Burks Elementary,38574,-85.23805,36.133983,10.2,12.8,10.9,2,34,94.6,K8,3.7,4,2.3,507,453,474
Van Buren County Schools,Van Buren Co High School,38585,-85.41146,35.69653,13.2,11.3,7.9,2,33,94.6,HS,2.2,3.6,2.6,433,406,404
Hawkins County Schools,St Clair Elementary,37711,-83.05737,36.274715,13,7.2,10.5,1,15,94.7,K8,3,3,4,158,152,146
Henderson County Schools,Lexington High School,38351,-88.40535,35.658409,15.3,13.3,16.3,3,50,94.7,HS,3.1,3.6,4,916,880,899
Roane County Schools,Cherokee Middle School,37763,-84.50562,35.839274,7.2,7.8,7.2,2,33,94.7,K8,3.7,3.1,3.1,531,492,510
Sevier County School System,Wearwood Elementary,37862,-83.59197,35.818653,14.1,13.2,10.6,1,15,94.7,K8,1.6,2,2,174,186,187
White County Schools,Cassville Elementary,38583,-85.45113,35.943026,12.3,7,3.1,1,18,94.7,K8,3,2.8,2.4,228,213,191
Chester County School System,East Chester Elementary School,38340,-88.66118,35.414454,10.1,7.7,6.4,2,36,94.9,K8,4,0.4,2.7,479,440,440
DeKalb County School District,Northside Elementary,37166,-85.80108,35.922583,10.3,11,8.9,2,46,94.9,K8,0.9,0.4,2.1,613,598,629
Maryville City Schools,Foothills Elementary,37803,-83.98412,35.693358,7.4,8.1,4.5,2,37,95,K8,4,3.3,2.8,616,558,535
Hardin County Schools,Pickwick Southside School,38326,-88.27379,35.041335,14.4,14.2,25.9,1,16,95,K8,2,2.6,4,231,210,220
Henry County School System,Lakewood Middle School,38024,-89.38613,36.038042,6.2,8,5.5,1,18,95,K8,1.6,1.4,2.6,297,292,295
Moore County Schools,Lynchburg Elementary,37352,-86.35264,35.276795,9.9,10.8,8.5,2,33,95,K8,1.8,1.5,1.8,445,417,417
Dickson County School District,The Discovery School,37055,-87.40831,36.065779,9,1.9,6.3,1,18,95.2,K8,4,3.4,4,232,213,229
Lexington City Schools,Lexington Middle School,38351,-88.40535,35.658409,6.9,10,12.2,2,16,95.2,K8,2.4,2.8,3.6,283,257,261
Crockett County Schools,Crockett County Middle School,38001,-89.14016,35.796157,9.1,6.9,6.3,3,38,95.3,K8,2.7,2.2,3.1,635,625,636
Franklin County Schools,Clark Memorial School,37398,-86.14045,35.192829,13.1,12,15.2,1,42,95.3,K8,2.7,1.8,4,517,466,484
Obion County Schools,Lake Road Elementary,38261,-89.0727,36.426933,11.7,10.1,10.2,2,37,95.3,K8,2.2,1.4,2.8,568,522,534
Oneida Special School District,Oneida Elementary,37841,-84.51808,36.49787,9.6,10.2,12.1,2,41,95.3,K8,3,2.2,3.6,572,537,524
Franklin Special School District,Poplar Grove K-4,37064,-86.89919,35.893823,5.8,2.4,2.4,2,36,95.3,K8,2.6,3.1,4,339,364,380
Millington Municipal School District,Millington Elementary School,38053,-89.90668,35.347965,13.2,15.5,12.1,3,61,95.4,K8,1.9,1,1,859,756,725
Claiborne County Schools,Cumberland Gap High School,37724,-83.67499,36.566416,25,26.5,36.8,3,38,95.5,HS,2.6,2,4,579,533,525
Grainger County Schools,Washburn School,37888,-83.60658,36.310299,22.2,15.1,16.2,2,37,95.5,HS,3,3.8,3,519,534,562
Hamblen County Schools,Union Heights Elementary,37813,-83.27474,36.186008,11.2,6.5,0,1,20,95.5,K8,2.6,1.3,2.7,294,272,285
Henderson County Schools,Bargerton Elementary,38351,-88.40535,35.658409,8.9,8.4,6.9,1,17,95.5,K8,3,2,3,282,243,260
Hardeman County Schools,Middleton High School,38052,-88.90845,35.074302,11.4,14.1,16.5,2,37,95.6,HS,1,0.4,4,497,480,514
McMinn County Schools,Riceville Elementary,37370,-84.70392,35.363968,13,10,12.5,2,39,95.7,K8,2.6,2.6,3.7,645,608,605
Putnam County School System,Prescott South Middle School,38506,-85.46238,36.177831,14.3,10.7,12.7,3,47,95.7,K8,1.9,0.5,3.5,873,802,792
Roane County Schools,Midway High School,37763,-84.50562,35.839274,12.2,6.9,9.1,2,19,95.7,HS,3.4,0.8,4,246,244,259
McNairy County Schools,Selmer Elementary,38375,-88.59327,35.165045,5.5,2.8,5.7,2,41,95.8,K8,2,0.8,4,403,430,420
Overton County Schools,Rickman Elementary,38580,-85.32525,36.270655,9,5,7.3,3,40,95.8,K8,3.4,2.6,3.6,731,669,650
Roane County Schools,Rockwood Middle School,37854,-84.70042,35.861763,11.7,10.6,15.5,2,19,95.8,K8,2.4,3.5,4,335,316,322
Wayne County Schools,Waynesboro Middle School,38485,-87.75739,35.343716,10.5,18.5,17.9,1,20,95.8,K8,2.4,1.6,2.4,278,271,284
Macon County Schools,Macon County Junior High School,37083,-86.01497,36.537994,10.1,10.4,9.6,3,46,95.9,K8,2.3,2.3,2.4,827,718,713
Bedford County Schools,South Side Elementary,37160,-86.45974,35.47066,14.4,11.5,12.5,2,26,96,K8,1.3,0.5,3.1,426,373,380
Blount County Schools,Porter Elementary,37804,-83.93591,35.781607,10.2,6.1,5.8,1,21,96,K8,3,3,2.6,285,256,274
Greene County Schools,Camp Creek Elementary,37743,-82.85446,36.102325,13,10.6,7.9,1,22,96,K8,2,2.2,1.8,342,281,282
Weakley County Schools,Dresden Middle School,38225,-88.6869,36.305305,9.3,9.8,12.3,1,23,96,K8,2.6,3.2,4,374,366,361
Bedford County Schools,Community Middle School,37180,-86.57353,35.621614,13.6,14,11.1,2,20,96.2,K8,2,2,1.7,458,431,405
Henderson County Schools,Beaver Elementary,38388,-88.35061,35.782093,9,7.7,6.5,1,23,96.2,K8,4,4,2.7,329,312,314
Greeneville City Schools,Eastview Elementary,37745,-82.81406,36.229928,9.3,3.3,6,1,23,96.3,K8,3.6,2,4,351,324,323
McMinn County Schools,Rogers Creek Elementary,37303,-84.61975,35.441378,13.4,10.2,15.3,1,22,96.3,K8,2.6,3.4,4,321,277,265
Marshall County Schools,Delk-Henson Intermediate School,37034,-86.6865,35.639491,7,7.7,7.4,2,25,96.3,K8,2.6,0.8,2.6,427,416,394
Obion County Schools,South Fulton Elementary,38257,-88.87895,36.483302,8.4,7.8,9.6,2,26,96.3,K8,3.6,2.6,4,327,318,310
Loudon County Schools,Greenback School,37742,-84.1817,35.66806,11.3,13.5,10.1,3,48,96.4,HS,2.6,2.6,3.2,643,657,663
Putnam County School System,Sycamore Elementary,38501,-85.52054,36.1832,8.5,9,9.2,2,28,96.4,K8,1.6,2.1,2.9,349,328,297
Bristol City Schools,Holston View Elementary,37620,-82.16869,36.561341,8.7,4.4,5,2,27,96.4,K8,3.2,2.5,3.6,394,385,370
Tipton County Schools,Munford Middle School,38058,-89.80845,35.451159,11.7,5.3,8.4,4,51,96.4,K8,3.6,4,4,1018,905,875
Carter County Schools,Cloudland Elementary School,37687,-82.0975,36.192236,10,20.8,17,2,23,96.6,K8,3.2,3,1.8,277,274,314
Coffee County Schools,North Coffee Elementary,37355,-86.08414,35.500068,9,5.7,6.3,2,23,96.6,K8,3,2,3.4,313,276,295
Metro Nashville Public Schools,Lakeview Elementary,37217,-86.66616,36.103408,5.1,9.7,9.3,2,23,96.7,K8,3,3.8,2.8,595,513,560
Greeneville City Schools,C Hal Henard Elementary,37743,-82.85446,36.102325,10.2,5.4,6.6,1,27,96.7,K8,2,0.4,3.7,387,334,323
Jefferson County Schools,White Pine Elementary,37890,-83.29024,36.094622,11,8.9,11.1,2,56,96.7,K8,1.2,2.4,3.8,938,816,823
Stewart County Schools,North Stewart Elementary,37023,-87.79018,36.574224,7.2,10.7,14.7,2,27,96.7,K8,2.2,1.6,3.8,406,363,345
Benton School System,Camden Jr High School,38320,-88.10137,36.050286,5.2,6.4,13.9,2,25,96.8,K8,2.7,1.1,4,410,375,358
Carter County Schools,Happy Valley Middle School,37643,-82.18843,36.355251,18.1,22.6,23,2,28,96.8,K8,2.7,3.3,2.8,428,404,425
Macon County Schools,Red Boiling Springs School,37150,-85.81114,36.543183,15.7,13.9,18.6,1,28,96.8,HS,1.4,1.7,4,358,322,340
Marshall County Schools,Cornersville Elementary,37047,-86.8406,35.330683,7.5,6.4,6.4,2,27,96.8,K8,2.6,3.8,2.6,455,423,421
Cleveland City Schools,Arnold Memorial Elementary,37311,-84.88723,35.146362,12.4,6.9,7,2,29,96.9,K8,2.8,2,3.4,302,361,359
Hawkins County Schools,Surgoinsville Elementary,37873,-82.83526,36.51276,12.1,13.3,12.5,1,27,96.9,K8,3,1,2.4,367,329,324
Elizabethton City Schools,Harold McCormick Elementary,37643,-82.18843,36.355251,15.5,14.1,14,3,27,97,K8,2.8,1.5,2,352,338,353
Cumberland County Schools,Crab Orchard Elementary,37723,-84.86226,35.933213,10,9.9,11,2,31,97,K8,2.2,0.6,3.4,485,439,408
Hardin County Schools,East Hardin Elementary,38372,-88.18946,35.180947,11.2,12.1,17,2,26,97,K8,2.4,1.4,4,362,352,361
Wayne County Schools,Waynesboro Elementary,38485,-87.75739,35.343716,12.8,12.9,18.5,1,32,97,K8,2.2,3.6,4,389,371,364
Oak Ridge City Schools,Glenwood Elementary,37830,-84.27044,35.992691,13.6,9.8,15.2,1,16,97.1,K8,3.4,3.9,3.9,440,409,404
Monroe County Schools,Tellico Plains High School,37385,-84.27728,35.345237,13.4,12.9,21.6,2,31,97.1,HS,1.6,3.4,4,476,472,462
Putnam County School System,Cane Creek Elementary,38501,-85.52054,36.1832,12.1,9.2,9.3,2,31,97.1,K8,1.8,1.3,2.5,437,382,393
Scott County Schools,Huntsville Elementary,37756,-84.42137,36.351978,10,10.6,9.5,1,32,97.1,K8,2.6,2,2.2,402,363,371
Bledsoe County Schools,Pikeville Elementary,37367,-85.17161,35.635097,11.8,12.5,12.4,1,34,97.2,K8,2.8,3.4,2.2,386,345,362
Henderson County Schools,Westover Elementary,38345,-88.51041,35.576402,6.9,8.3,7.7,2,34,97.2,K8,4,3.6,2.9,581,529,548
Knox County Schools,Gibbs High School,37721,-83.8066,36.141925,20,23.3,25.5,4,68,97.2,HS,1,0.5,3.4,1086,1035,1026
Marshall County Schools,Chapel Hill Elementary,37034,-86.6865,35.639491,8,5.9,6.4,2,31,97.3,K8,4,1,3.5,574,527,511
Maury County Schools,J E Woodard Elementary,38401,-87.03565,35.619784,8.4,10.1,8.2,2,36,97.3,K8,3.2,3.4,2.1,504,475,497
Warren County School District,Centertown Elementary,37110,-85.787,35.687286,7.8,8.2,10.1,1,35,97.4,K8,2.6,0,3.6,526,507,493
Washington County Schools,University School,37614,-82.36984,36.302479,8,6.4,6.1,3,35,97.4,HS,4,2,4,613,597,594
Pickett County Schools,Pickett County Elementary,38549,-85.15007,36.572543,10,11,12.9,2,34,97.5,K8,1.2,1,4,444,422,443
Sumner County Schools,Knox Doss Middle School at Drakes Creek,37075,-86.61173,36.311047,8.5,8.7,11.1,2,42,97.8,K8,3.5,3.9,3.7,699,603,617
Sevier County School System,New Center Elementary,37876,-83.48694,35.860157,14.8,14.4,16.9,3,52,98.3,K8,2.6,3.5,3.7,838,800,774
Bledsoe County Schools,Bledsoe County Middle School,37367,-85.17161,35.635097,12.6,11.1,9,1,24,100,K8,2.4,0.3,2,421,404,393
Alcoa City Schools,Alcoa Intermediate School,37701,-83.97956,35.784708,5.8,3,5.7,2,26,100,K8,3.5,3.9,3.9,480,435,436
Cocke County School System,Del Rio Elementary,37727,-83.01575,35.900308,12.2,19.9,12.8,1,10,100,K8,2,3.4,1,150,146,140
Cocke County School System,Grassy Fork Elementary,37753,-83.10835,35.822918,12,8.4,5.4,1,10,100,K8,4,1,3.4,141,121,109
Greene County Schools,Doak Elementary,37745,-82.81406,36.229928,8.8,4.1,4.3,2,35,100,K8,2.4,3.5,3.7,494,505,536
Hamblen County Schools,Witt Elementary,37813,-83.27474,36.186008,11.8,8.3,0,1,16,100,K8,3.6,2.2,2.6,225,200,216
Hawkins County Schools,Church Hill Elementary,37642,-82.71292,36.534489,7.3,6.8,10.6,1,26,100,K8,2.6,3.4,4,359,309,337
Henderson County Schools,Scotts Hill Elementary,38374,-88.24152,35.522263,6.7,4.7,7.3,1,23,100,K8,4,1.2,4,385,353,325
Knox County Schools,Gap Creek Elementary,37920,-83.89042,35.923517,15.1,11.6,14,1,9,100,K8,3,2,4,99,82,102
Knox County Schools,Sterchi Elementary,37912,-83.97962,36.008048,13.8,10.7,10.2,2,30,100,K8,3.3,2.1,2.8,414,407,418
McNairy County Schools,Adamsville Elementary,38310,-88.38425,35.241412,6.3,3,2.7,2,38,100,K8,2.6,2,4,721,508,530
Macon County Schools,Red Boiling Springs Elementary,37150,-85.81114,36.543183,5.1,5.9,11,1,23,100,K8,1.6,1.7,4,343,327,344
Roane County Schools,Harriman Middle School,37748,-84.53135,35.930801,12.8,16,11.4,2,16,100,K8,1,0.3,0.7,368,309,286
