district_name,index,school_name,zipcode,longitude,latitude,students_enrolled,number_of_teachers,percent_ca,percent_retained,pool,score_achievement
Metro Nashville Public Schools,873,Cumberland Elementary,37218,-86.85215,36.206755,280.0,21,22.5,35.9,K8,1.2
Metro Nashville Public Schools,874,Dan Mills Elementary,37216,-86.72594,36.213004,511.0,40,7.2,74.4,K8,3.2
Metro Nashville Public Schools,875,Dodson Elementary,37076,-86.60111,36.180507,407.0,38,12.4,76.1,K8,1.0
Metro Nashville Public Schools,876,Donelson Middle,37214,-86.66869,36.166956,774.0,55,12.9,75.0,K8,1.0
Metro Nashville Public Schools,877,DuPont Elementary,37138,-86.62308,36.243698,340.0,31,11.3,92.9,K8,2.8
Metro Nashville Public Schools,885,DuPont Tyler Middle,37076,-86.60111,36.180507,591.0,38,15.9,67.4,K8,0.9
Metro Nashville Public Schools,886,DuPont Hadley Middle,37138,-86.62308,36.243698,642.0,42,13.4,78.0,K8,0.9
Metro Nashville Public Schools,887,East Nashville Magnet High School,37206,-86.74176,36.180806,710.0,41,14.8,65.4,HS,1.1
Metro Nashville Public Schools,888,Thomas A. Edison Elementary,37013,-86.64782,36.055115,685.0,48,7.5,78.9,K8,1.9
Metro Nashville Public Schools,889,Fall-Hamilton Elementary,37203,-86.78927,36.152607,276.0,26,13.1,60.6,K8,1.0
Metro Nashville Public Schools,890,Gateway Elementary,37115,-86.70566,36.264069,258.0,22,16.7,76.7,K8,2.3
Metro Nashville Public Schools,891,Glencliff Elementary,37211,-86.72584,36.079259,515.0,42,9.2,70.5,K8,0.9
Metro Nashville Public Schools,892,Glencliff High School,37211,-86.72584,36.079259,1162.0,71,33.7,63.6,HS,0.9
Metro Nashville Public Schools,893,Glendale Elementary,37204,-86.77626,36.112058,412.0,32,1.5,81.8,K8,4.0
Metro Nashville Public Schools,894,Glengarry Elementary,37217,-86.66616,36.103408,347.0,32,9.4,85.4,K8,2.3
Metro Nashville Public Schools,895,Glenview Elementary,37217,-86.66616,36.103408,566.0,50,12.4,67.7,K8,2.1
Metro Nashville Public Schools,896,Goodlettsville Elementary,37072,-86.71879,36.35465,313.0,24,8.4,72.4,K8,2.6
Metro Nashville Public Schools,897,Goodlettsville Middle,37072,-86.71879,36.35465,627.0,36,14.6,73.2,K8,1.1
Metro Nashville Public Schools,898,Gower Elementary,37209,-86.8559,36.151324,558.0,44,12.7,68.6,K8,2.6
Metro Nashville Public Schools,899,Gra-Mar Middle,37216,-86.72594,36.213004,328.0,22,13.6,46.9,K8,1.3
Metro Nashville Public Schools,900,Granbery Elementary,37027,-86.79121,36.007373,759.0,52,6.3,76.8,K8,3.6
Metro Nashville Public Schools,901,H. G. Hill Middle,37205,-86.86207,36.113558,691.0,47,12.9,62.5,K8,1.1
Metro Nashville Public Schools,902,East Nashville Middle,37206,-86.74176,36.180806,362.0,24,15.4,67.7,K8,1.0
Metro Nashville Public Schools,903,Harpeth Valley Elementary,37221,-86.94674,36.065032,690.0,51,6.0,77.4,K8,4.0
Metro Nashville Public Schools,904,Haynes Middle,37207,-86.77317,36.215535,251.0,18,16.0,66.7,K8,0.9
Metro Nashville Public Schools,905,Haywood Elementary,37211,-86.72584,36.079259,621.0,56,7.7,88.2,K8,1.0
Metro Nashville Public Schools,913,Head Middle,37203,-86.78927,36.152607,567.0,34,5.5,73.8,K8,3.5
Metro Nashville Public Schools,914,Henry C. Maxwell Elementary,37013,-86.64782,36.055115,544.0,46,12.0,71.7,K8,2.0
Metro Nashville Public Schools,915,Hermitage Elementary,37076,-86.60111,36.180507,286.0,27,15.1,51.3,K8,1.4
Metro Nashville Public Schools,916,Hickman Elementary,37214,-86.66869,36.166956,459.0,41,11.4,71.7,K8,0.9
Metro Nashville Public Schools,917,Meigs Middle,37206,-86.74176,36.180806,683.0,36,3.0,87.5,K8,4.0
Metro Nashville Public Schools,918,Hillsboro High,37215,-86.82522,36.098408,1211.0,66,23.6,73.4,HS,1.9
Metro Nashville Public Schools,919,Hillwood High,37205,-86.86207,36.113558,1109.0,67,24.7,67.9,HS,1.1
Metro Nashville Public Schools,920,Hull-Jackson Elementary,37208,-86.80252,36.174806,296.0,30,15.2,77.1,K8,0.8
Metro Nashville Public Schools,921,Hume - Fogg High,37203,-86.78927,36.152607,903.0,45,8.8,86.0,HS,4.0
Metro Nashville Public Schools,922,Hunters Lane High,37207,-86.77317,36.215535,1325.0,81,32.0,67.3,HS,1.0
Metro Nashville Public Schools,923,Inglewood Elementary,37216,-86.72594,36.213004,167.0,20,20.1,48.0,K8,1.8
Metro Nashville Public Schools,924,Isaac Litton Middle,37216,-86.72594,36.213004,488.0,29,12.0,77.5,K8,1.6
Metro Nashville Public Schools,925,J. E. Moss Elementary,37013,-86.64782,36.055115,734.0,65,11.2,65.9,K8,2.8
Metro Nashville Public Schools,926,Jere Baxter Middle,37207,-86.77317,36.215535,260.0,14,17.9,42.3,K8,1.2
Metro Nashville Public Schools,927,Joelton Elementary,37080,-86.90949,36.329551,239.0,22,13.2,79.2,K8,3.0
Metro Nashville Public Schools,928,Joelton Middle,37080,-86.90949,36.329551,326.0,16,27.0,36.0,K8,1.0
Metro Nashville Public Schools,929,John Early Middle,37208,-86.80252,36.174806,275.0,18,25.6,41.7,K8,1.1
Metro Nashville Public Schools,930,Jones Elementary,37208,-86.80252,36.174806,260.0,22,6.7,51.9,K8,0.0
Metro Nashville Public Schools,931,John B. Whitsitt Elementary,37210,-86.74437,36.140857,396.0,36,15.3,61.0,K8,1.9
Metro Nashville Public Schools,932,John F. Kennedy Middle,37013,-86.64782,36.055115,794.0,53,11.9,72.1,K8,1.1
Metro Nashville Public Schools,933,John Overton High,37220,-86.77266,36.069659,1945.0,116,27.0,77.6,HS,1.6
Metro Nashville Public Schools,934,Julia Green Elementary,37215,-86.82522,36.098408,446.0,30,2.7,76.3,K8,4.0
Metro Nashville Public Schools,935,Robert E. Lillard Elementary,37218,-86.85215,36.206755,268.0,23,15.9,51.7,K8,2.2
Metro Nashville Public Schools,936,Lakeview Elementary,37217,-86.66616,36.103408,513.0,44,9.7,96.7,K8,3.0
Metro Nashville Public Schools,944,Lockeland Elementary,37206,-86.74176,36.180806,293.0,22,0.7,74.1,K8,4.0
Metro Nashville Public Schools,945,Middle College High,37209,-86.8559,36.151324,129.0,6,16.1,87.5,HS,4.0
Metro Nashville Public Schools,953,Maplewood High,37216,-86.72594,36.213004,765.0,48,49.6,57.7,HS,1.0
Metro Nashville Public Schools,954,Margaret Allen Middle,37210,-86.74437,36.140857,425.0,30,15.9,60.5,K8,0.8
Metro Nashville Public Schools,955,Martin Luther King Jr School,37203,-86.78927,36.152607,1269.0,62,3.6,78.9,HS,4.0
Metro Nashville Public Schools,956,McGavock Elementary,37214,-86.66869,36.166956,257.0,26,5.9,84.6,K8,1.6
Metro Nashville Public Schools,957,McGavock High,37214,-86.66869,36.166956,2295.0,140,22.2,76.4,HS,1.0
Metro Nashville Public Schools,958,McMurray Middle,37211,-86.72584,36.079259,794.0,59,6.8,71.8,K8,1.2
Metro Nashville Public Schools,959,John Trotwood Moore Middle,37204,-86.77626,36.112058,762.0,41,13.1,71.7,K8,2.9
Metro Nashville Public Schools,960,Mt. View Elementary,37013,-86.64782,36.055115,638.0,46,9.4,65.5,K8,2.3
Metro Nashville Public Schools,961,Napier Elementary,37210,-86.74437,36.140857,268.0,23,30.9,47.1,K8,3.0
Metro Nashville Public Schools,962,Nashville School Of The Arts,37210,-86.74437,36.140857,554.0,31,21.1,75.9,HS,3.2
Metro Nashville Public Schools,963,Neely's Bend Elementary,37115,-86.70566,36.264069,269.0,24,18.3,60.6,K8,1.5
Metro Nashville Public Schools,964,Norman Binkley Elementary,37211,-86.72584,36.079259,531.0,43,10.7,81.8,K8,3.0
Metro Nashville Public Schools,965,Old Center Elementary,37072,-86.71879,36.35465,316.0,27,8.3,79.4,K8,1.8
Metro Nashville Public Schools,966,William Henry Oliver Middle,37211,-86.72584,36.079259,961.0,56,7.6,82.1,K8,1.8
Metro Nashville Public Schools,967,Paragon Mills Elementary,37211,-86.72584,36.079259,544.0,45,11.2,57.9,K8,1.3
Metro Nashville Public Schools,968,Park Avenue Elementary,37209,-86.8559,36.151324,326.0,27,21.5,63.0,K8,2.2
Metro Nashville Public Schools,969,Pearl-Cohn High,37208,-86.80252,36.174806,593.0,40,41.7,56.3,HS,1.0
Metro Nashville Public Schools,970,Pennington Elementary,37214,-86.66869,36.166956,253.0,23,12.3,78.3,K8,3.4
Metro Nashville Public Schools,971,Percy Priest Elementary,37215,-86.82522,36.098408,494.0,40,1.2,81.0,K8,4.0
Metro Nashville Public Schools,972,Rose Park Middle,37203,-86.78927,36.152607,448.0,22,3.4,66.7,K8,2.6
Metro Nashville Public Schools,973,Rosebank Elementary,37206,-86.74176,36.180806,262.0,23,10.6,65.5,K8,1.6
Metro Nashville Public Schools,974,Ruby Major Elementary,37076,-86.60111,36.180507,466.0,37,13.7,73.3,K8,3.0
Metro Nashville Public Schools,975,May Werthan Shayne Elementary School,37211,-86.72584,36.079259,739.0,53,5.4,78.0,K8,3.5
Metro Nashville Public Schools,976,Shwab Elementary,37207,-86.77317,36.215535,262.0,25,9.2,60.6,K8,3.0
Metro Nashville Public Schools,977,Stanford Elementary,37214,-86.66869,36.166956,307.0,29,4.3,75.8,K8,3.0
Metro Nashville Public Schools,978,Robert Churchwell Elementary,37208,-86.80252,36.174806,284.0,26,20.1,73.7,K8,3.0
Metro Nashville Public Schools,979,Stratford STEM Magnet School,37216,-86.72594,36.213004,1006.0,68,40.4,58.6,HS,1.1
Metro Nashville Public Schools,980,Madison Middle,37115,-86.70566,36.264069,554.0,40,23.9,58.7,K8,1.2
Metro Nashville Public Schools,981,Stratton Elementary,37115,-86.70566,36.264069,483.0,37,20.8,62.2,K8,0.1
Metro Nashville Public Schools,982,Sylvan Park Elementary,37209,-86.8559,36.151324,434.0,34,4.9,66.7,K8,3.4
Metro Nashville Public Schools,983,Thurgood Marshall Middle,37013,-86.64782,36.055115,936.0,54,5.1,58.3,K8,1.0
Metro Nashville Public Schools,984,Tom Joy Elementary,37207,-86.77317,36.215535,353.0,31,16.6,57.9,K8,1.0
Metro Nashville Public Schools,985,Tulip Grove Elementary,37076,-86.60111,36.180507,447.0,39,10.1,75.0,K8,2.1
Metro Nashville Public Schools,986,Tusculum Elementary,37211,-86.72584,36.079259,672.0,65,8.8,74.0,K8,2.3
Metro Nashville Public Schools,987,Two Rivers Middle,37214,-86.66869,36.166956,425.0,26,18.0,67.6,K8,1.1
Metro Nashville Public Schools,988,Una Elementary,37214,-86.66869,36.166956,702.0,60,9.6,77.5,K8,1.4
Metro Nashville Public Schools,989,Carter-Lawrence Elementary,37203,-86.78927,36.152607,272.0,24,8.9,58.8,K8,2.2
Metro Nashville Public Schools,990,Warner Elementary,37206,-86.74176,36.180806,204.0,19,27.1,42.4,K8,2.0
Metro Nashville Public Schools,991,West End Middle,37205,-86.86207,36.113558,531.0,38,9.8,63.2,K8,2.5
Metro Nashville Public Schools,992,Westmeade Elementary,37205,-86.86207,36.113558,419.0,30,8.5,69.4,K8,3.0
Metro Nashville Public Schools,993,Isaiah T. Creswell Middle School of the Arts,37218,-86.85215,36.206755,422.0,25,12.5,63.9,K8,1.0
Metro Nashville Public Schools,994,Whites Creek High,37189,-86.82052,36.27062,651.0,42,41.9,56.6,HS,0.1
Metro Nashville Public Schools,995,Wright Middle,37211,-86.72584,36.079259,748.0,54,13.5,61.0,K8,1.0
Metro Nashville Public Schools,996,The Cohn Learning Center,37209,-86.8559,36.151324,78.0,11,87.2,87.5,HS,0.8
Metro Nashville Public Schools,997,Smith Springs Elementary School,37013,-86.64782,36.055115,551.0,44,9.0,75.0,K8,2.7
Metro Nashville Public Schools,998,Waverly-Belmont Elementary School,37204,-86.77626,36.112058,526.0,38,9.4,75.6,K8,3.2
Metro Nashville Public Schools,999,Smithson Craighead Academy,37115,-86.70566,36.264069,183.0,13,14.9,92.3,K8,2.0
Metro Nashville Public Schools,1000,KIPP Academy Nashville,37207,-86.77317,36.215535,370.0,18,9.3,44.4,K8,2.9
Metro Nashville Public Schools,1001,Lead Academy,37210,-86.74437,36.140857,445.0,29,23.3,58.1,HS,1.3
Metro Nashville Public Schools,1002,STEM Prep Academy,37210,-86.74437,36.140857,538.0,21,3.1,23.5,K8,1.9
Metro Nashville Public Schools,1003,Nashville Prep,37209,-86.8559,36.151324,343.0,27,18.1,70.0,K8,2.2
Metro Nashville Public Schools,1004,East End Preparatory School,37216,-86.72594,36.213004,885.0,52,12.1,70.0,K8,2.9
Metro Nashville Public Schools,1005,LEAD Cameron,37210,-86.74437,36.140857,603.0,33,15.4,56.4,K8,2.0
Metro Nashville Public Schools,1006,KIPP Nashville Collegiate High School,37207,-86.77317,36.215535,387.0,28,14.7,26.7,HS,2.0
Metro Nashville Public Schools,1007,Knowledge Academy,37013,-86.64782,36.055115,286.0,6,6.8,5.5,K8,1.1
Metro Nashville Public Schools,1008,LEAD Southeast,37211,-86.72584,36.079259,706.0,47,3.5,74.5,K8,1.8
Metro Nashville Public Schools,1009,Nashville Classical,37206,-86.74176,36.180806,393.0,29,5.9,69.2,K8,4.0
Metro Nashville Public Schools,1010,Valor Flagship Academy,37211,-86.72584,36.079259,734.0,42,5.1,41.7,K8,3.8
Metro Nashville Public Schools,1011,Intrepid College Preparatory Charter School,37013,-86.64782,36.055115,581.0,30,1.7,61.5,K8,1.7
Metro Nashville Public Schools,1012,Rocketship Nashville Northeast Elementary,37207,-86.77317,36.215535,428.0,15,18.6,46.2,K8,4.0
Metro Nashville Public Schools,1013,Knowledge Academies High School,37013,-86.64782,36.055115,356.0,19,21.9,61.5,K8,1.1
Metro Nashville Public Schools,1014,Rocketship United,37217,-86.66616,36.103408,544.0,19,15.1,57.9,K8,2.7
Metro Nashville Public Schools,1015,STEM Prep High School,37210,-86.74437,36.140857,473.0,21,6.7,47.6,K8,1.1
Metro Nashville Public Schools,1016,Valor Voyager Academy,37211,-86.72584,36.079259,521.0,37,4.1,50.0,K8,3.9
Metro Nashville Public Schools,1017,Strive Collegiate Academy,37214,-86.66869,36.166956,355.0,18,9.9,84.6,K8,0.3
Metro Nashville Public Schools,1018,KIPP Academy Nashville Elementary School,37206,-86.74176,36.180806,488.0,30,23.4,45.5,K8,3.0
Metro Nashville Public Schools,1019,RePublic High School,37207,-86.77317,36.215535,666.0,38,31.3,71.0,K8,0.4
Metro Nashville Public Schools,1020,KA @ The Crossings,37013,-86.64782,36.055115,308.0,31,6.3,75.0,K8,2.3
Decatur County Schools,1021,Riverside High School,38329,-88.12345,35.546839,512.0,34,21.3,86.5,HS,3.0
Decatur County Schools,1022,Decaturville Elementary,38329,-88.12345,35.546839,228.0,23,6.6,91.7,K8,4.0
Decatur County Schools,1023,Parsons Elementary,38363,-88.1184,35.66088,317.0,27,11.4,90.6,K8,3.0
Decatur County Schools,1024,Decatur County Middle School,38363,-88.1184,35.66088,458.0,34,10.9,89.5,K8,2.6
DeKalb County School District,1025,De Kalb County High School,37166,-85.80108,35.922583,833.0,54,20.4,82.8,HS,1.7
DeKalb County School District,1026,DeKalb Middle School,37166,-85.80108,35.922583,563.0,35,3.4,82.1,K8,1.7
DeKalb County School District,1027,Northside Elementary,37166,-85.80108,35.922583,598.0,46,11.0,94.9,K8,0.9
DeKalb County School District,1035,DeKalb West Elementary,37059,-85.92851,35.993983,364.0,29,12.4,93.9,K8,2.8
Dickson County School District,1036,Stuart Burns Elementary,37029,-87.28938,36.047742,566.0,45,5.9,85.2,K8,3.6
Dickson County School District,1037,Charlotte Elementary,37036,-87.29179,36.225389,549.0,46,8.6,85.2,K8,2.8
Dickson County School District,1038,Centennial Elementary,37055,-87.40831,36.065779,625.0,49,6.6,86.2,K8,4.0
Dickson County School District,1039,Charlotte Middle School,37036,-87.29179,36.225389,467.0,30,9.6,75.8,K8,2.9
Dickson County School District,1040,Creek Wood High School,37036,-87.29179,36.225389,955.0,57,4.1,87.3,HS,2.9
Dickson County School District,1041,Dickson Elementary,37055,-87.40831,36.065779,307.0,29,6.7,79.4,K8,2.2
Dickson County School District,1042,Dickson Middle School,37055,-87.40831,36.065779,843.0,44,7.7,78.4,K8,2.6
Dickson County School District,1043,Dickson County High School,37055,-87.40831,36.065779,1501.0,92,8.2,83.7,HS,1.9
Dickson County School District,1044,The Discovery School,37055,-87.40831,36.065779,213.0,18,1.9,95.2,K8,4.0
Dickson County School District,1045,Oakmont Elementary,37055,-87.40831,36.065779,565.0,48,11.4,83.1,K8,2.3
Dickson County School District,1053,Dickson Intermediate School,37055,-87.40831,36.065779,437.0,26,6.7,87.1,K8,2.7
Dickson County School District,1054,Vanleer Elementary,37181,-87.49831,36.237999,243.0,22,9.1,81.5,K8,2.2
Dickson County School District,1055,White Bluff Elementary,37187,-87.21761,36.117433,531.0,39,6.6,83.7,K8,2.4
Dickson County School District,1056,W James Middle School,37187,-87.21761,36.117433,277.0,20,4.9,79.2,K8,3.6
Dyer County Schools,1057,Northview Middle School,38059,-89.25419,36.114872,449.0,29,10.5,85.3,K8,2.7
Dyer County Schools,1058,Dyer County High School,38059,-89.25419,36.114872,1157.0,68,18.6,88.5,HS,3.6
Dyer County Schools,1059,Fifth Consolidated School,38024,-89.38613,36.038042,546.0,39,9.1,85.7,K8,4.0
Dyer County Schools,1060,Finley Elementary,38030,-89.60112,35.980206,248.0,16,5.9,90.5,K8,3.6
Dyer County Schools,1061,Holice Powell Elementary,38024,-89.38613,36.038042,176.0,16,6.9,80.0,K8,4.0
Dyer County Schools,1062,Newbern Elementary School,38059,-89.25419,36.114872,565.0,38,9.2,87.2,K8,2.6
Dyer County Schools,1063,Three Oaks Middle School,38024,-89.38613,36.038042,512.0,29,12.7,79.4,K8,2.9
Dyer County Schools,1064,Trimble Elementary,38259,-89.18203,36.198652,153.0,12,13.5,92.9,K8,3.0
Dyersburg City Schools,1065,Dyersburg Intermediate School,38024,-89.38613,36.038042,595.0,39,4.8,78.8,K8,2.5
Dyersburg City Schools,1066,Dyersburg High School,38024,-89.38613,36.038042,711.0,53,6.0,75.8,HS,2.6
Dyersburg City Schools,1067,Dyersburg Middle School,38024,-89.38613,36.038042,556.0,42,6.5,89.1,K8,3.2
Fayette County Schools,1068,East Jr. High School,38068,-89.32907,35.275036,373.0,24,13.6,61.5,K8,0.9
Fayette County Schools,1069,Fayette Ware Comprehensive High School,38068,-89.32907,35.275036,896.0,57,18.8,72.7,HS,2.6
Fayette County Schools,1070,La Grange Moscow Elementary,38057,-89.37347,35.055545,264.0,18,15.2,75.0,K8,2.6
Fayette County Schools,1071,Oakland Elementary,38060,-89.5034,35.214462,617.0,44,14.3,75.0,K8,4.0
Fayette County Schools,1079,Southwest Elementary,38076,-89.43406,35.152913,225.0,19,10.2,72.7,K8,3.2
Fayette County Schools,1080,West Junior High School,38060,-89.5034,35.214462,402.0,23,16.0,69.2,K8,1.3
Fentress County Schools,1081,Allardt Elementary,38504,-84.73614,36.392571,363.0,24,4.6,74.3,K8,3.2
Fentress County Schools,1082,Clarkrange High School,38553,-85.00757,36.209271,308.0,24,12.7,91.3,HS,3.0
Fentress County Schools,1083,South Fentress Elementary School,38565,-84.99517,36.260904,603.0,37,11.8,82.9,K8,2.4
Fentress County Schools,1084,Pine Haven Elementary,38556,-84.93393,36.409385,473.0,32,5.9,81.1,K8,2.0
Fentress County Schools,1085,York Elementary,38556,-84.93393,36.409385,346.0,32,11.2,81.0,K8,2.0
Franklin County Schools,1086,Broadview Elementary,37398,-86.14045,35.192829,227.0,17,3.1,90.0,K8,4.0
Franklin County Schools,1087,Clark Memorial School,37398,-86.14045,35.192829,466.0,42,12.0,95.3,K8,2.7
Franklin County Schools,1088,Cowan Elementary,37318,-86.00538,35.168862,240.0,24,10.9,84.0,K8,2.6
Franklin County Schools,1089,Decherd Elementary,37324,-86.0324,35.234156,357.0,31,11.7,82.9,K8,1.4
Franklin County Schools,1090,Franklin Co High School,37398,-86.14045,35.192829,1305.0,86,13.8,85.9,HS,1.0
Franklin County Schools,1091,Huntland School,37345,-86.27141,35.052678,810.0,46,5.0,94.2,HS,1.6
Franklin County Schools,1092,North Middle School,37398,-86.14045,35.192829,606.0,37,9.3,78.0,K8,1.3
Franklin County Schools,1119,North Lake Elementary,37388,-86.21484,35.357522,257.0,19,8.4,89.5,K8,3.0
Franklin County Schools,1120,Rock Creek Elementary,37330,-86.12247,35.280936,334.0,26,8.0,78.9,K8,2.0
Franklin County Schools,1128,Sewanee Elementary,37375,-85.91048,35.193891,196.0,16,5.2,89.5,K8,4.0
Franklin County Schools,1129,South Middle School,37318,-86.00538,35.168862,356.0,26,7.3,85.3,K8,2.0
Humboldt City Schools,1130,Humboldt Junior/Senior High School,38343,-88.90218,35.825299,407.0,34,17.8,56.5,HS,1.8
Humboldt City Schools,1131,East Elementary School,38343,-88.90218,35.825299,440.0,27,9.3,72.2,K8,0.0
Milan Special School District,1139,Milan High School,38358,-88.76628,35.916722,621.0,42,8.7,70.6,HS,2.6
Milan Special School District,1140,Milan Middle School,38358,-88.76628,35.916722,575.0,40,3.0,81.6,K8,3.3
Milan Special School District,1141,Milan Elementary,38358,-88.76628,35.916722,688.0,57,6.3,88.1,K8,2.4
Trenton Special School District,1142,Peabody High School,38382,-88.95035,35.973431,390.0,26,9.1,87.5,HS,1.6
Trenton Special School District,1143,Trenton Middle School,38382,-88.95035,35.973431,417.0,24,12.6,73.3,K8,1.6
Trenton Special School District,1144,Trenton Elementary,38382,-88.95035,35.973431,490.0,36,9.8,83.7,K8,2.0
Bradford Special School District,1145,Bradford High School,38316,-88.81209,36.067294,240.0,19,8.1,75.0,HS,3.0
Bradford Special School District,1146,Bradford Elementary,38316,-88.81209,36.067294,305.0,22,4.6,95.7,K8,3.4
Gibson County Special School District,1147,Dyer Elementary,38330,-89.01767,36.073575,431.0,26,5.5,59.4,K8,1.7
Gibson County Special School District,1148,Gibson County High School,38330,-89.01767,36.073575,518.0,33,10.9,81.4,HS,3.0
Gibson County Special School District,1149,South Gibson County High School,38355,-88.77185,35.795399,735.0,46,6.3,84.9,HS,3.7
Gibson County Special School District,1150,South Gibson County Middle School,38355,-88.77185,35.795399,1007.0,50,3.9,75.8,K8,3.5
Gibson County Special School District,1151,Rutherford Elementary,38369,-88.98134,36.12836,277.0,18,5.7,70.0,K8,3.4
Gibson County Special School District,1152,Spring Hill Elementary,38382,-88.95035,35.973431,107.0,12,7.3,81.8,K8,4.0
Gibson County Special School District,1179,Yorkville Elementary,38389,-89.111653,36.135364,118.0,11,1.7,73.3,K8,3.0
Giles County Schools,1180,Bridgeforth Middle School,38478,-87.01246,35.204983,389.0,28,14.6,90.9,K8,1.8
Giles County Schools,1181,Elkton Elementary,38477,-86.98456,35.040578,295.0,28,8.6,83.9,K8,1.0
Giles County Schools,1182,Giles Co High School,38478,-87.01246,35.204983,754.0,56,19.5,82.5,HS,2.6
Giles County Schools,1183,Minor Hill School,38473,-87.16763,35.026969,347.0,29,9.1,90.6,K8,2.6
Giles County Schools,1184,Richland Elementary,38472,-87.04478,35.376463,451.0,31,8.3,85.7,K8,2.2
Giles County Schools,1192,Richland School,38472,-87.04478,35.376463,643.0,44,13.3,93.6,HS,3.0
Giles County Schools,1193,Southside Elementary,38478,-87.01246,35.204983,410.0,28,14.7,77.0,K8,2.0
Grainger County Schools,1201,Bean Station Elementary,37708,-83.32206,36.320262,432.0,35,15.7,92.7,K8,2.2
Grainger County Schools,1202,Grainger High School,37861,-83.51516,36.243526,922.0,51,28.5,89.8,HS,0.9
Grainger County Schools,1203,Joppa Elementary,37861,-83.51516,36.243526,450.0,35,15.9,92.5,K8,2.6
Grainger County Schools,1204,Rutledge Elementary School,37861,-83.51516,36.243526,340.0,28,17.9,94.3,K8,2.5
Grainger County Schools,1205,Rutledge Middle School,37861,-83.51516,36.243526,469.0,26,18.7,90.0,K8,2.0
Grainger County Schools,1206,Washburn School,37888,-83.60658,36.310299,534.0,37,15.1,95.5,HS,3.0
Greene County Schools,1207,Baileyton Elementary,37745,-82.81406,36.229928,322.0,22,8.8,88.5,K8,3.8
Greene County Schools,1208,Camp Creek Elementary,37743,-82.85446,36.102325,281.0,22,10.6,96.0,K8,2.0
Greene County Schools,1209,Chuckey Elementary,37641,-82.6744,36.21503,332.0,22,5.9,92.6,K8,2.6
Greene County Schools,1210,Chuckey Doak Middle School,37616,-82.74704,36.218863,437.0,27,6.8,83.9,K8,3.7
Greene County Schools,1211,Chuckey Doak High School,37616,-82.74704,36.218863,596.0,38,13.0,83.3,HS,2.0
Greene County Schools,1212,Debusk Elementary,37743,-82.85446,36.102325,315.0,23,13.4,82.1,K8,3.0
Greene County Schools,1213,Doak Elementary,37745,-82.81406,36.229928,505.0,35,4.1,100.0,K8,2.4
Greene County Schools,1214,McDonald Elementary,37810,-83.09599,36.188878,324.0,25,13.1,92.9,K8,1.6
Greene County Schools,1215,Mosheim Elementary,37818,-82.96185,36.190417,891.0,58,9.8,78.6,K8,1.0
Greene County Schools,1216,Nolachuckey Elementary,37743,-82.85446,36.102325,310.0,22,4.9,74.1,K8,3.0
Greene County Schools,1217,North Greene High School,37745,-82.81406,36.229928,392.0,26,7.7,83.9,HS,2.0
Greene County Schools,1218,Ottway Elementary,37743,-82.85446,36.102325,197.0,16,4.9,80.0,K8,2.6
Greene County Schools,1219,South Greene High School,37743,-82.85446,36.102325,489.0,30,6.8,82.9,HS,2.8
Greene County Schools,1220,West Greene High School,37818,-82.96185,36.190417,645.0,37,11.1,77.3,HS,1.2
Greene County Schools,1221,West Pines Elementary,37745,-82.81406,36.229928,149.0,15,11.7,70.0,K8,1.4
Greeneville City Schools,1222,C Hal Henard Elementary,37743,-82.85446,36.102325,334.0,27,5.4,96.7,K8,2.0
Greeneville City Schools,1223,Eastview Elementary,37745,-82.81406,36.229928,324.0,23,3.3,96.3,K8,3.6
Greeneville City Schools,1224,Greeneville High School,37745,-82.81406,36.229928,904.0,61,8.6,76.8,HS,3.1
Greeneville City Schools,1225,Greeneville Middle School,37743,-82.85446,36.102325,718.0,45,4.6,91.8,K8,2.3
Greeneville City Schools,1226,Highland Elementary,37745,-82.81406,36.229928,157.0,12,5.1,93.8,K8,2.0
Greeneville City Schools,1227,Tusculum View Elementary,37745,-82.81406,36.229928,366.0,27,3.6,93.5,K8,2.2
Grundy County Schools,1228,Coalmont Elementary,37313,-85.70288,35.361678,229.0,24,7.6,66.7,K8,0.0
Grundy County Schools,1229,Grundy County High School,37313,-85.70288,35.361678,681.0,41,14.0,69.2,HS,1.8
Grundy County Schools,1230,North Elementary,37301,-85.77679,35.429018,292.0,25,7.9,83.3,K8,3.0
Grundy County Schools,1231,Palmer Elementary,37365,-85.55501,35.375156,121.0,13,1.7,92.3,K8,1.4
Grundy County Schools,1232,Pelham Elementary,37366,-85.85456,35.304582,155.0,12,0.7,88.2,K8,2.0
Grundy County Schools,1233,Swiss Memorial Elementary,37339,-85.62361,35.373152,167.0,14,5.4,68.8,K8,4.0
Grundy County Schools,1234,Tracy Elementary,37387,-85.74039,35.275367,300.0,29,4.0,88.6,K8,3.0
Hamblen County Schools,1235,Alpha Elementary,37814,-83.30799,36.225565,619.0,38,7.0,93.3,K8,3.7
Hamblen County Schools,1236,East Ridge Middle School,37891,-83.13987,36.277627,590.0,36,8.3,90.0,K8,2.6
Hamblen County Schools,1244,Fairview Marguerite,37814,-83.30799,36.225565,464.0,37,6.5,88.4,K8,3.0
Hamblen County Schools,1245,Hillcrest Elementary,37813,-83.27474,36.186008,554.0,36,4.1,90.7,K8,2.2
Hamblen County Schools,1272,John Hay Elementary,37814,-83.30799,36.225565,290.0,20,2.1,81.8,K8,3.5
